City;StateProvinceID;CountryRegionCode;Name
Caloundra;64;AU;Australia
Oak Bay;7;CA;Canada
Paris;161;FR;France
Cheltenham;14;GB;United Kingdom
Mill Valley;9;US;United States
Cliffside;7;CA;Canada
Malabar;50;AU;Australia
Lemon Grove;9;US;United States
Langley;7;CA;Canada
Wollongong;50;AU;Australia
Oregon City;58;US;United States
Palo Alto;9;US;United States
Langley;7;CA;Canada
Bobigny;179;FR;France
Beaverton;58;US;United States
Royal Oak;7;CA;Canada
Rhodes;50;AU;Australia
West Covina;9;US;United States
Hobart;71;AU;Australia
Hobart;71;AU;Australia
Royal Oak;7;CA;Canada
La Jolla;9;US;United States
Silverwater;50;AU;Australia
Snohomish;79;US;United States
Torrance;9;US;United States
Woodburn;58;US;United States
Seaford;77;AU;Australia
Spring Valley;9;US;United States
Rhodes;50;AU;Australia
Colma;9;US;United States
Salem;58;US;United States
Les Ulis;177;FR;France
Gold Coast;64;AU;Australia
Lavender Bay;50;AU;Australia
Burlingame;9;US;United States
Fremont;9;US;United States
Woolston;14;GB;United Kingdom
Brisbane;64;AU;Australia
Townsville;64;AU;Australia
San Gabriel;9;US;United States
Index;79;US;United States
Milwaukie;58;US;United States
Redmond;79;US;United States
Haney;7;CA;Canada
West Sussex;14;GB;United Kingdom
Edmonds;79;US;United States
Gold Coast;64;AU;Australia
Santa Monica;9;US;United States
York;14;GB;United Kingdom
San Gabriel;9;US;United States
Bellflower;9;US;United States
Yakima;79;US;United States
Sèvres;178;FR;France
Puyallup;79;US;United States
Langley;7;CA;Canada
Perth;66;AU;Australia
Caloundra;64;AU;Australia
Sedro Woolley;79;US;United States
Beaverton;58;US;United States
Reading;14;GB;United Kingdom
Port Orchard;79;US;United States
Woodland Hills;9;US;United States
Burlingame;9;US;United States
Saint Ouen;166;FR;France
Bremerton;79;US;United States
West Covina;9;US;United States
Hobart;71;AU;Australia
Woodland Hills;9;US;United States
Gloucestershire;14;GB;United Kingdom
Salem;58;US;United States
Ballard;79;US;United States
Stoke-on-Trent;14;GB;United Kingdom
Puyallup;79;US;United States
Hobart;71;AU;Australia
Oak Bay;7;CA;Canada
San Francisco;9;US;United States
Milwaukie;58;US;United States
Cranbourne;77;AU;Australia
Mill Valley;9;US;United States
Daly City;9;US;United States
Seaford;77;AU;Australia
West Covina;9;US;United States
Colma;9;US;United States
Salem;58;US;United States
Bothell;79;US;United States
Tacoma;79;US;United States
Lemon Grove;9;US;United States
West Sussex;14;GB;United Kingdom
San Carlos;9;US;United States
Corvallis;58;US;United States
Lebanon;58;US;United States
Beaverton;58;US;United States
Caloundra;64;AU;Australia
Imperial Beach;9;US;United States
North Sydney;50;AU;Australia
Woodland Hills;9;US;United States
London;14;GB;United Kingdom
Newton;7;CA;Canada
Imperial Beach;9;US;United States
Kirkby;14;GB;United Kingdom
Spring Valley;9;US;United States
Cloverdale;66;AU;Australia
Port Orchard;79;US;United States
Yakima;79;US;United States
Burien;79;US;United States
San Diego;9;US;United States
Sydney;50;AU;Australia
Bendigo;77;AU;Australia
Woodland Hills;9;US;United States
Berks;14;GB;United Kingdom
Langley;7;CA;Canada
Caloundra;64;AU;Australia
Langley;7;CA;Canada
Port Macquarie;50;AU;Australia
Renton;79;US;United States
North Sydney;50;AU;Australia
Haney;7;CA;Canada
Warrington;14;GB;United Kingdom
Kirkland;79;US;United States
Bremerton;79;US;United States
Chula Vista;9;US;United States
Marysville;79;US;United States
Billericay;14;GB;United Kingdom
Melbourne;77;AU;Australia
Rockhampton;64;AU;Australia
Townsville;64;AU;Australia
Darlinghurst;50;AU;Australia
Burlingame;9;US;United States
West Sussex;14;GB;United Kingdom
Bremerton;79;US;United States
Findon;66;AU;Australia
Redmond;79;US;United States
Colma;9;US;United States
Port Orchard;79;US;United States
Goulburn;50;AU;Australia
London;14;GB;United Kingdom
Kirkland;79;US;United States
Melbourne;77;AU;Australia
Puyallup;79;US;United States
Coronado;9;US;United States
West Covina;9;US;United States
Seattle;79;US;United States
Malabar;50;AU;Australia
N. Vancouver;7;CA;Canada
Cloverdale;66;AU;Australia
Issaquah;79;US;United States
Olympia;79;US;United States
Warrington;14;GB;United Kingdom
Bremerton;79;US;United States
Grossmont;9;US;United States
North Sydney;50;AU;Australia
W. Linn;58;US;United States
East Brisbane;64;AU;Australia
Lavender Bay;50;AU;Australia
Woodland Hills;9;US;United States
Palo Alto;9;US;United States
Warrington;14;GB;United Kingdom
Newcastle;50;AU;Australia
Oregon City;58;US;United States
Bury;14;GB;United Kingdom
Downey;9;US;United States
Olympia;79;US;United States
Wollongong;50;AU;Australia
Sooke;7;CA;Canada
Imperial Beach;9;US;United States
Springwood;50;AU;Australia
Sydney;50;AU;Australia
West Covina;9;US;United States
Roissy en Brie;163;FR;France
Burlingame;9;US;United States
Maidenhead;14;GB;United Kingdom
Palo Alto;9;US;United States
Wollongong;50;AU;Australia
Burien;79;US;United States
Cliffside;7;CA;Canada
Bellevue;79;US;United States
Glendale;9;US;United States
London;14;GB;United Kingdom
Westminster;7;CA;Canada
Caloundra;64;AU;Australia
Long Beach;9;US;United States
Leeds;14;GB;United Kingdom
Concord;9;US;United States
Boulogne-Billancourt;178;FR;France
Paris;161;FR;France
Berkeley;9;US;United States
Berkeley;9;US;United States
San Diego;9;US;United States
Gold Coast;64;AU;Australia
Kirkby;14;GB;United Kingdom
San Gabriel;9;US;United States
North Ryde;50;AU;Australia
Cliffside;7;CA;Canada
Grossmont;9;US;United States
Hervey Bay;64;AU;Australia
Olympia;79;US;United States
Shawnee;7;CA;Canada
Warrnambool;77;AU;Australia
Renton;79;US;United States
Maidenhead;14;GB;United Kingdom
Ballard;79;US;United States
Lake Oswego;58;US;United States
Spokane;79;US;United States
Beverly Hills;9;US;United States
Lancaster;14;GB;United Kingdom
Lincoln Acres;9;US;United States
Burlingame;9;US;United States
Springwood;50;AU;Australia
Cloverdale;66;AU;Australia
National City;9;US;United States
Bellingham;79;US;United States
Berkeley;9;US;United States
Langford;7;CA;Canada
Liverpool;14;GB;United Kingdom
Victoria;7;CA;Canada
Novato;9;US;United States
Runcorn;14;GB;United Kingdom
Everett;79;US;United States
Portland;58;US;United States
National City;9;US;United States
Hobart;71;AU;Australia
Woodland Hills;9;US;United States
Esher-Molesey;14;GB;United Kingdom
Stoke-on-Trent;14;GB;United Kingdom
Renton;79;US;United States
Hamburg;19;DE;Germany
Hervey Bay;64;AU;Australia
Hobart;71;AU;Australia
Gold Coast;64;AU;Australia
Milwaukie;58;US;United States
Bracknell;14;GB;United Kingdom
Santa Cruz;9;US;United States
Lake Oswego;58;US;United States
Tremblay-en-France;179;FR;France
Chula Vista;9;US;United States
Seaford;77;AU;Australia
Victoria;7;CA;Canada
Burlingame;9;US;United States
Birmingham;3;US;United States
Lake Oswego;58;US;United States
Cloverdale;66;AU;Australia
Lavender Bay;50;AU;Australia
San Francisco;9;US;United States
Corvallis;58;US;United States
Sydney;50;AU;Australia
Everett;79;US;United States
London;14;GB;United Kingdom
Sedro Woolley;79;US;United States
Gold Coast;64;AU;Australia
San Gabriel;9;US;United States
Imperial Beach;9;US;United States
North Ryde;50;AU;Australia
Langley;7;CA;Canada
Gateshead;14;GB;United Kingdom
Newton;7;CA;Canada
Gold Coast;64;AU;Australia
Port Macquarie;50;AU;Australia
Coffs Harbour;50;AU;Australia
Sydney;50;AU;Australia
Beaverton;58;US;United States
Seattle;79;US;United States
Bellflower;9;US;United States
Berkeley;9;US;United States
Milwaukie;58;US;United States
Port Hammond;7;CA;Canada
Caloundra;64;AU;Australia
Port Orchard;79;US;United States
East Brisbane;64;AU;Australia
Chula Vista;9;US;United States
Hervey Bay;64;AU;Australia
Woodland Hills;9;US;United States
Bracknell;14;GB;United Kingdom
Lebanon;58;US;United States
Renton;79;US;United States
Beverly Hills;9;US;United States
Esher-Molesey;14;GB;United Kingdom
Baldwin Park;9;US;United States
Berkeley;9;US;United States
Bremerton;79;US;United States
Puyallup;79;US;United States
Hobart;71;AU;Australia
Hollywood;15;US;United States
Melton;77;AU;Australia
Salem;58;US;United States
Toronto;57;CA;Canada
La Jolla;9;US;United States
Newcastle;50;AU;Australia
Concord;9;US;United States
Seattle;79;US;United States
Bury;14;GB;United Kingdom
Colma;9;US;United States
Lebanon;58;US;United States
London;14;GB;United Kingdom
Aurora;57;CA;Canada
Burien;79;US;United States
Concord;9;US;United States
Sydney;50;AU;Australia
Gold Coast;64;AU;Australia
Lavender Bay;50;AU;Australia
Redmond;79;US;United States
Cliffside;7;CA;Canada
Vancouver;7;CA;Canada
Esher-Molesey;14;GB;United Kingdom
Caloundra;64;AU;Australia
Santa Monica;9;US;United States
Olympia;79;US;United States
Beaverton;58;US;United States
Newton;7;CA;Canada
Colma;9;US;United States
Coronado;9;US;United States
Matraville;50;AU;Australia
London;14;GB;United Kingdom
N. Vancouver;7;CA;Canada
Watford;14;GB;United Kingdom
El Cajon;9;US;United States
Grossmont;9;US;United States
Hervey Bay;64;AU;Australia
Colma;9;US;United States
Oregon City;58;US;United States
Newcastle;50;AU;Australia
Oregon City;58;US;United States
Camarillo;9;US;United States
Leeds;14;GB;United Kingdom
Brisbane;64;AU;Australia
Burlingame;9;US;United States
West Covina;9;US;United States
Burien;79;US;United States
Olympia;79;US;United States
Berks;14;GB;United Kingdom
Snohomish;79;US;United States
Spokane;79;US;United States
Ballard;79;US;United States
Edmonds;79;US;United States
Silverwater;50;AU;Australia
Geelong;77;AU;Australia
Issaquah;79;US;United States
Lakewood;9;US;United States
Lincoln Acres;9;US;United States
Silverwater;50;AU;Australia
Lynnwood;79;US;United States
Bellevue;79;US;United States
Cranbourne;77;AU;Australia
Salem;58;US;United States
London;14;GB;United Kingdom
Marysville;79;US;United States
Bremerton;79;US;United States
San Gabriel;9;US;United States
Port Hammond;7;CA;Canada
Bendigo;77;AU;Australia
Lane Cove;50;AU;Australia
National City;9;US;United States
Yakima;79;US;United States
Berks;14;GB;United Kingdom
Lemon Grove;6;US;United States
Lemon Grove;9;US;United States
Bellingham;79;US;United States
Port Macquarie;50;AU;Australia
Bury;14;GB;United Kingdom
Los Angeles;9;US;United States
Oak Bay;7;CA;Canada
Concord;9;US;United States
Kirkland;79;US;United States
Bobigny;179;FR;France
Courbevoie;178;FR;France
Les Ulis;177;FR;France
Paris;161;FR;France
Paris;161;FR;France
Saint Ouen;103;FR;France
Paris;161;FR;France
Paris;161;FR;France
Paris;161;FR;France
Bobigny;179;FR;France
Croix;145;FR;France
Pantin;179;FR;France
Paris;161;FR;France
Paris;161;FR;France
Saint-Denis;179;FR;France
Saint-Denis;179;FR;France
Sèvres;178;FR;France
Villeneuve-d'Ascq;145;FR;France
Lille;145;FR;France
Paris;161;FR;France
Villeneuve-d'Ascq;145;FR;France
Bobigny;179;FR;France
Cergy;181;FR;France
Dunkerque;145;FR;France
Roissy en Brie;163;FR;France
Saint Germain en Laye;164;FR;France
Saint-Denis;179;FR;France
Saint-Denis;179;FR;France
Burnaby;7;CA;Canada
Haney;7;CA;Canada
Novato;9;US;United States
Warrnambool;77;AU;Australia
Cliffside;7;CA;Canada
Findon;66;AU;Australia
Hobart;71;AU;Australia
Redwood City;9;US;United States
Cliffside;7;CA;Canada
Springwood;50;AU;Australia
Victoria;7;CA;Canada
Bellflower;9;US;United States
Oak Bay;7;CA;Canada
Redmond;79;US;United States
Yakima;79;US;United States
Washougal;79;US;United States
Seattle;79;US;United States
Spring Valley;9;US;United States
Bellflower;9;US;United States
Oxford;14;GB;United Kingdom
Paris La Defense;178;FR;France
Verrieres Le Buisson;177;FR;France
Bellflower;9;US;United States
Newcastle;50;AU;Australia
Cloverdale;66;AU;Australia
Coronado;9;US;United States
Metchosin;7;CA;Canada
Bremerton;79;US;United States
Gold Coast;64;AU;Australia
Esher-Molesey;14;GB;United Kingdom
Los Angeles;9;US;United States
Findon;66;AU;Australia
La Jolla;9;US;United States
Burien;79;US;United States
San Diego;9;US;United States
Bellingham;79;US;United States
Bellevue;79;US;United States
Seaford;77;AU;Australia
Woodburn;58;US;United States
Newcastle;50;AU;Australia
Shawnee;7;CA;Canada
Versailles;164;FR;France
Malabar;50;AU;Australia
Colma;9;US;United States
London;14;GB;United Kingdom
Lynnwood;79;US;United States
Oregon City;58;US;United States
North Sydney;50;AU;Australia
West Covina;9;US;United States
Tacoma;79;US;United States
York;14;GB;United Kingdom
El Cajon;9;US;United States
Long Beach;9;US;United States
Oak Bay;7;CA;Canada
Stoke-on-Trent;14;GB;United Kingdom
Roubaix;145;FR;France
Orleans;131;FR;France
Findon;66;AU;Australia
N. Vancouver;7;CA;Canada
Hawthorne;64;AU;Australia
Milwaukie;58;US;United States
Cranbourne;77;AU;Australia
Westminster;7;CA;Canada
Puyallup;79;US;United States
Burlingame;9;US;United States
Palo Alto;9;US;United States
London;14;GB;United Kingdom
Redmond;79;US;United States
Issaquah;79;US;United States
Bremerton;79;US;United States
Millington;72;US;United States
Gateshead;14;GB;United Kingdom
North Ryde;50;AU;Australia
Burbank;9;US;United States
Warrington;14;GB;United Kingdom
Billericay;14;GB;United Kingdom
Lieusaint;163;FR;France
Glendale;9;US;United States
Lane Cove;50;AU;Australia
Spring Valley;9;US;United States
Colomiers;117;FR;France
Lieusaint;163;FR;France
Tremblay-en-France;179;FR;France
Paris;161;FR;France
Corvallis;58;US;United States
Goulburn;50;AU;Australia
Cloverdale;66;AU;Australia
Portland;58;US;United States
Bendigo;77;AU;Australia
National City;9;US;United States
Bellflower;9;US;United States
Cranbourne;77;AU;Australia
Tacoma;79;US;United States
Tacoma;79;US;United States
Sunbury;77;AU;Australia
Walla Walla;79;US;United States
Bremerton;79;US;United States
Melbourne;77;AU;Australia
Burbank;9;US;United States
Lebanon;58;US;United States
Salem;58;US;United States
Beaverton;58;US;United States
Versailles;164;FR;France
Tacoma;79;US;United States
London;14;GB;United Kingdom
Torrance;9;US;United States
Reading;14;GB;United Kingdom
Torrance;9;US;United States
Cheltenham;14;GB;United Kingdom
Salem;58;US;United States
Bellingham;79;US;United States
Gloucestershire;14;GB;United Kingdom
Vancouver;7;CA;Canada
Imperial Beach;9;US;United States
Silverwater;50;AU;Australia
Redmond;79;US;United States
San Gabriel;9;US;United States
Bremerton;79;US;United States
London;14;GB;United Kingdom
Boulogne-sur-Mer;148;FR;France
Paris;161;FR;France
Roissy en Brie;163;FR;France
Colma;9;US;United States
Daly City;9;US;United States
Cloverdale;66;AU;Australia
Sooke;7;CA;Canada
Bellingham;79;US;United States
Berkeley;9;US;United States
Tacoma;79;US;United States
Woolston;14;GB;United Kingdom
Bremerton;79;US;United States
National City;9;US;United States
Paris;161;FR;France
Paris;161;FR;France
Port Orchard;79;US;United States
Burbank;9;US;United States
Renton;79;US;United States
La Jolla;9;US;United States
Grossmont;9;US;United States
Bendigo;77;AU;Australia
Ballard;79;US;United States
Bellingham;79;US;United States
Langley;7;CA;Canada
Cergy;181;FR;France
Paris;161;FR;France
Lane Cove;50;AU;Australia
Westminster;7;CA;Canada
San Francisco;9;US;United States
Bellingham;79;US;United States
Lebanon;58;US;United States
Cheltenham;14;GB;United Kingdom
Chula Vista;9;US;United States
Townsville;64;AU;Australia
Colma;9;US;United States
Gold Coast;64;AU;Australia
Findon;66;AU;Australia
Everett;79;US;United States
North Sydney;50;AU;Australia
Oakland;9;US;United States
St. Leonards;50;AU;Australia
Cliffside;7;CA;Canada
Gold Coast;64;AU;Australia
Redmond;79;US;United States
Cloverdale;66;AU;Australia
Berkeley;9;US;United States
Matraville;50;AU;Australia
Bellingham;79;US;United States
Paris;161;FR;France
Cloverdale;66;AU;Australia
Kirkby;14;GB;United Kingdom
East Brisbane;64;AU;Australia
Oak Bay;7;CA;Canada
Spring Valley;9;US;United States
Paris;161;FR;France
Colma;9;US;United States
Walla Walla;79;US;United States
Everett;79;US;United States
Imperial Beach;9;US;United States
High Wycombe;14;GB;United Kingdom
Peterborough;14;GB;United Kingdom
Bobigny;179;FR;France
Bury;14;GB;United Kingdom
Burien;79;US;United States
San Gabriel;9;US;United States
Beaverton;58;US;United States
Concord;9;US;United States
Tacoma;79;US;United States
Lemon Grove;9;US;United States
Silverwater;50;AU;Australia
Oregon City;58;US;United States
Sunbury;77;AU;Australia
Newcastle;50;AU;Australia
Santa Monica;9;US;United States
Lebanon;58;US;United States
London;14;GB;United Kingdom
Coronado;9;US;United States
Versailles;164;FR;France
Issaquah;79;US;United States
Sunbury;77;AU;Australia
Torrance;9;US;United States
Beaverton;58;US;United States
Burlingame;9;US;United States
Hervey Bay;64;AU;Australia
Lake Oswego;58;US;United States
Sydney;50;AU;Australia
Darlinghurst;50;AU;Australia
Spring Valley;9;US;United States
Ballard;79;US;United States
Redmond;79;US;United States
Chula Vista;9;US;United States
Paris;161;FR;France
Burien;79;US;United States
Darlinghurst;50;AU;Australia
Drancy;179;FR;France
Melbourne;77;AU;Australia
Croix;145;FR;France
Dunkerque;145;FR;France
Les Ulis;177;FR;France
Pantin;179;FR;France
Lille;145;FR;France
Paris La Defense;178;FR;France
Versailles;164;FR;France
Boulogne-sur-Mer;148;FR;France
Dunkerque;145;FR;France
Saint-Denis;179;FR;France
Villeneuve-d'Ascq;145;FR;France
Lille;145;FR;France
Versailles;164;FR;France
Tremblay-en-France;179;FR;France
Paris;161;FR;France
Paris La Defense;178;FR;France
Paris;161;FR;France
Paris;161;FR;France
Chatou;164;FR;France
Bendigo;77;AU;Australia
Saint Ouen;103;FR;France
Cliffside;7;CA;Canada
Royal Oak;7;CA;Canada
Bendigo;77;AU;Australia
Bellflower;9;US;United States
Bracknell;14;GB;United Kingdom
Santa Cruz;9;US;United States
Burien;79;US;United States
W. Linn;58;US;United States
Daly City;9;US;United States
Wollongong;50;AU;Australia
Villeneuve-d'Ascq;145;FR;France
Spring Valley;9;US;United States
Leeds;14;GB;United Kingdom
Westminster;7;CA;Canada
Cranbourne;77;AU;Australia
Lake Oswego;58;US;United States
Matraville;50;AU;Australia
Oak Bay;7;CA;Canada
Lynnwood;79;US;United States
Newcastle;50;AU;Australia
Everett;79;US;United States
El Cajon;9;US;United States
Milsons Point;50;AU;Australia
London;14;GB;United Kingdom
Yakima;79;US;United States
Burlingame;9;US;United States
Newcastle upon Tyne;14;GB;United Kingdom
Milwaukie;58;US;United States
Coronado;9;US;United States
Beaverton;58;US;United States
Oregon City;58;US;United States
Caloundra;64;AU;Australia
Geelong;77;AU;Australia
Cranbourne;77;AU;Australia
Issaquah;79;US;United States
Marysville;79;US;United States
South Melbourne;77;AU;Australia
Glendale;9;US;United States
London;14;GB;United Kingdom
Mill Valley;9;US;United States
York;14;GB;United Kingdom
Duvall;79;US;United States
Los Angeles;9;US;United States
Melton;77;AU;Australia
Daly City;9;US;United States
Lane Cove;50;AU;Australia
Burien;79;US;United States
El Cajon;9;US;United States
Langley;7;CA;Canada
Goulburn;50;AU;Australia
Grossmont;9;US;United States
Milwaukie;58;US;United States
Walla Walla;79;US;United States
Concord;9;US;United States
Renton;79;US;United States
Geelong;77;AU;Australia
Downey;9;US;United States
Anacortes;79;US;United States
Cergy;181;FR;France
Oxon;14;GB;United Kingdom
Salem;58;US;United States
Paris;161;FR;France
Saint Ouen;166;FR;France
Paris La Defense;178;FR;France
Drancy;179;FR;France
Paris;161;FR;France
Paris;161;FR;France
Burbank;9;US;United States
Leeds;14;GB;United Kingdom
Haney;7;CA;Canada
Redwood City;9;US;United States
Rockhampton;64;AU;Australia
Langford;7;CA;Canada
Newcastle;50;AU;Australia
Saint Germain en Laye;164;FR;France
Paris;161;FR;France
Versailles;164;FR;France
Melbourne;77;AU;Australia
Woodland Hills;9;US;United States
Paris;161;FR;France
Port Hammond;7;CA;Canada
Newcastle;50;AU;Australia
Corvallis;58;US;United States
Port Macquarie;50;AU;Australia
Everett;79;US;United States
Oak Bay;7;CA;Canada
Lake Oswego;58;US;United States
Seattle;79;US;United States
York;14;GB;United Kingdom
San Gabriel;9;US;United States
Townsville;64;AU;Australia
El Cajon;9;US;United States
Cranbourne;77;AU;Australia
Sooke;7;CA;Canada
Edmonds;79;US;United States
Burbank;9;US;United States
Chula Vista;9;US;United States
Colma;9;US;United States
Shawnee;7;CA;Canada
Lane Cove;50;AU;Australia
Spokane;79;US;United States
Saint Ouen;127;FR;France
Bremerton;79;US;United States
Seaford;77;AU;Australia
Beverly Hills;9;US;United States
Metchosin;7;CA;Canada
Milton Keynes;14;GB;United Kingdom
Woodland Hills;9;US;United States
Pantin;179;FR;France
Royal Oak;7;CA;Canada
Haney;7;CA;Canada
Springwood;50;AU;Australia
West Sussex;14;GB;United Kingdom
Bellevue;79;US;United States
Ballard;79;US;United States
Lemon Grove;9;US;United States
Bremerton;79;US;United States
Redwood City;9;US;United States
Berkeley;9;US;United States
Townsville;64;AU;Australia
Edmonds;79;US;United States
Issaquah;79;US;United States
Berkeley;9;US;United States
Langford;7;CA;Canada
Bellflower;9;US;United States
Daly City;9;US;United States
Lancaster;14;GB;United Kingdom
Glendale;9;US;United States
North Sydney;50;AU;Australia
Lane Cove;50;AU;Australia
Bellingham;79;US;United States
Yakima;79;US;United States
Seattle;79;US;United States
Berkeley;9;US;United States
Springwood;50;AU;Australia
Lincoln Acres;9;US;United States
Oxford;14;GB;United Kingdom
Royal Oak;7;CA;Canada
Long Beach;9;US;United States
Wollongong;50;AU;Australia
Lemon Grove;9;US;United States
Paris;161;FR;France
Bellingham;79;US;United States
Burien;79;US;United States
Torrance;9;US;United States
Burbank;9;US;United States
Berkeley;9;US;United States
London;14;GB;United Kingdom
Woodland Hills;9;US;United States
Palo Alto;9;US;United States
Burlingame;9;US;United States
National City;9;US;United States
Matraville;50;AU;Australia
Milwaukie;58;US;United States
Bremerton;79;US;United States
Springwood;50;AU;Australia
Rockhampton;64;AU;Australia
Sedro Woolley;79;US;United States
Oak Bay;7;CA;Canada
N. Vancouver;7;CA;Canada
Marysville;79;US;United States
Corvallis;58;US;United States
London;14;GB;United Kingdom
Seattle;79;US;United States
Langford;7;CA;Canada
Bellingham;79;US;United States
Langley;7;CA;Canada
Dunkerque;145;FR;France
Les Ulis;177;FR;France
Port Orchard;79;US;United States
Haney;7;CA;Canada
Silverwater;50;AU;Australia
Lane Cove;50;AU;Australia
Beaverton;58;US;United States
Langford;7;CA;Canada
Colma;9;US;United States
Darlinghurst;50;AU;Australia
Concord;9;US;United States
Tacoma;79;US;United States
Lincoln Acres;9;US;United States
Edmonds;79;US;United States
Burlingame;9;US;United States
Everett;79;US;United States
Matraville;50;AU;Australia
Kirkland;79;US;United States
Paris;161;FR;France
Paris;161;FR;France
Paris;161;FR;France
Pantin;179;FR;France
Paris;161;FR;France
Roncq;145;FR;France
Roubaix;145;FR;France
Les Ulis;177;FR;France
Downey;9;US;United States
Kent;79;US;United States
Redwood City;9;US;United States
Beaverton;58;US;United States
Woodburn;58;US;United States
Melton;77;AU;Australia
Lakewood;9;US;United States
Billericay;14;GB;United Kingdom
Langley;7;CA;Canada
Chula Vista;9;US;United States
Langford;7;CA;Canada
Hervey Bay;64;AU;Australia
Perth;66;AU;Australia
Woodland Hills;9;US;United States
Redwood City;9;US;United States
Melton;77;AU;Australia
Bellingham;79;US;United States
Bendigo;77;AU;Australia
Sedro Woolley;79;US;United States
Downey;9;US;United States
Seattle;79;US;United States
Colma;9;US;United States
Geelong;77;AU;Australia
Index;79;US;United States
Kirkland;79;US;United States
Victoria;7;CA;Canada
Coronado;9;US;United States
Lincoln Acres;9;US;United States
Burien;79;US;United States
North Sydney;50;AU;Australia
Marysville;79;US;United States
Warrington;14;GB;United Kingdom
Fremont;9;US;United States
Burbank;9;US;United States
Everett;79;US;United States
Burbank;9;US;United States
Port Macquarie;50;AU;Australia
London;14;GB;United Kingdom
Olympia;79;US;United States
Mill Valley;9;US;United States
Werne;53;DE;Germany
Port Hammond;7;CA;Canada
Downey;9;US;United States
Lancaster;14;GB;United Kingdom
Oakland;9;US;United States
North Sydney;50;AU;Australia
Darlinghurst;50;AU;Australia
Woodburn;58;US;United States
North Ryde;50;AU;Australia
Oak Bay;7;CA;Canada
Cranbourne;77;AU;Australia
Chula Vista;9;US;United States
Novato;9;US;United States
Bury;14;GB;United Kingdom
Royal Oak;7;CA;Canada
Long Beach;9;US;United States
Burien;79;US;United States
Woolston;14;GB;United Kingdom
Warrnambool;77;AU;Australia
Spokane;79;US;United States
Lieusaint;163;FR;France
Gloucestershire;14;GB;United Kingdom
Issaquah;79;US;United States
Dunkerque;145;FR;France
Paris;161;FR;France
Coffs Harbour;50;AU;Australia
Grossmont;9;US;United States
Coronado;9;US;United States
Baytown;73;US;United States
Redwood City;9;US;United States
Renton;79;US;United States
Marysville;79;US;United States
Saint Germain en Laye;164;FR;France
Perth;66;AU;Australia
Santa Cruz;9;US;United States
Sydney;50;AU;Australia
Metchosin;7;CA;Canada
Malabar;50;AU;Australia
Edmonds;79;US;United States
St. Leonards;50;AU;Australia
Langley;7;CA;Canada
Wokingham;14;GB;United Kingdom
Metchosin;7;CA;Canada
Colma;9;US;United States
Milwaukie;58;US;United States
Downey;9;US;United States
Goulburn;50;AU;Australia
Billericay;14;GB;United Kingdom
Burien;79;US;United States
Warrington;14;GB;United Kingdom
St. Leonards;50;AU;Australia
Puyallup;79;US;United States
Gold Coast;64;AU;Australia
Salem;58;US;United States
Olympia;79;US;United States
Bendigo;77;AU;Australia
Glendale;9;US;United States
Beverly Hills;9;US;United States
Beverly Hills;9;US;United States
Woodland Hills;9;US;United States
Townsville;64;AU;Australia
Berkshire;14;GB;United Kingdom
Edmonds;79;US;United States
W. York;14;GB;United Kingdom
West Covina;9;US;United States
Les Ulis;177;FR;France
Melbourne;77;AU;Australia
Redmond;79;US;United States
Chula Vista;9;US;United States
Lakewood;9;US;United States
Bremerton;79;US;United States
Burbank;9;US;United States
Metchosin;7;CA;Canada
East Brisbane;64;AU;Australia
Stoke-on-Trent;14;GB;United Kingdom
Bellingham;79;US;United States
Cambridge;14;GB;United Kingdom
Beaverton;58;US;United States
Melton;77;AU;Australia
Hobart;71;AU;Australia
Novato;9;US;United States
Cliffside;7;CA;Canada
Goulburn;50;AU;Australia
Puyallup;79;US;United States
Port Hammond;7;CA;Canada
Wollongong;50;AU;Australia
St. Leonards;50;AU;Australia
Gold Coast;64;AU;Australia
London;14;GB;United Kingdom
High Wycombe;14;GB;United Kingdom
Seattle;79;US;United States
N. Vancouver;7;CA;Canada
Burbank;9;US;United States
Port Hammond;7;CA;Canada
Long Beach;9;US;United States
Silverwater;50;AU;Australia
Concord;9;US;United States
San Diego;9;US;United States
Long Beach;9;US;United States
Melbourne;77;AU;Australia
Ballard;79;US;United States
Beaverton;58;US;United States
Santa Monica;9;US;United States
Torrance;9;US;United States
London;14;GB;United Kingdom
N. Vancouver;7;CA;Canada
Port Orchard;79;US;United States
Goulburn;50;AU;Australia
Shawnee;7;CA;Canada
Newport Beach;9;US;United States
Newcastle;50;AU;Australia
Redwood City;9;US;United States
Billericay;14;GB;United Kingdom
Sunbury;77;AU;Australia
Oak Bay;7;CA;Canada
Melton;77;AU;Australia
San Francisco;9;US;United States
Downey;9;US;United States
Bremerton;79;US;United States
Geelong;77;AU;Australia
Burien;79;US;United States
Warrnambool;77;AU;Australia
Burbank;9;US;United States
San Gabriel;9;US;United States
Bellflower;9;US;United States
London;14;GB;United Kingdom
Colma;9;US;United States
Marysville;79;US;United States
Cloverdale;66;AU;Australia
El Cajon;9;US;United States
Downey;9;US;United States
Bellflower;9;US;United States
Kirkland;79;US;United States
Cheltenham;14;GB;United Kingdom
Newcastle upon Tyne;14;GB;United Kingdom
Sydney;50;AU;Australia
Perth;66;AU;Australia
Novato;9;US;United States
Coffs Harbour;50;AU;Australia
Spring Valley;9;US;United States
High Wycombe;14;GB;United Kingdom
Sedro Woolley;79;US;United States
